GameID,TitleEnglish,LaunchPrice,TotalSales
1483,The convenience store three to that town to the extent of monopoly,5800,57599
1484,The Getaway,6800,16560
1485,The King of Fighters 2001,6800,39022
1486,The Mark of Kri,6800,4579
1488,The second Super Robot Wars Alpha,7980,511517
1490,The train GO! Professional 2,6800,42340
1491,This is Football Soccer World Report 2003,5800,6586
1493,Time Crisis 3,6800,35375
1495,Tom Clancy's Ghost,6800,6647
1496,Tom Clancy's Splinter Cell,6800,10784
1497,Transformers,6800,4353
1498,"True Love Story Summer Days, and yet...",6800,14095
1499,Twelve countries to sketch of the route to mark,6800,9507
1501,Venus & Braves to witch and the goddess of prophecy to destroy,6800,95668
1502,VIORATO's studio GURAMUNATO alchemy of Engineers 2,6800,58566
1503,Virtua Fighter 4 Evolution,6800,117857
1504,Virtual On Mars,6800,108176
1505,Way to battle the sun Haruna Rokko to Hakone,6800,140047
1506,Wild ARMs: Alter Code F,6800,167254
1508,Winning Post 5 Maximum 2003,6800,41360
1509,Winning Post 6,6800,96024
1510,World Grand Prix The beast attack!,5800,58499
1511,World Soccer Winning Eleven 7,6980,1085082
1512,WRCII Extreme,6800,33179
1513,Wu edge of the city BUJINGAI,6800,94665
1514,Xenosaga Episode I Reload,4800,14078
1515,Yamasa Digi SP Sea World best R,4800,75332
1516,Yamasa Digi World 4,6800,46381
1517,Yamasa Digi World SP NEOMAJIKKUPARUSA XX,4800,45192
1518,Young Cop legend Tetsuya two professinal showdown at the summit,5800,33370
1519,Ys I & II Eternal Story,6800,45973
1520,Yumeria,6800,13259
1522,Fatal Frame II: Crimson Butterfly,6800,64450
1523,Brute Force,6800,3501
1525,Dead or Alive Xtreme Beach Volleyball,7800,127576
1526,Dino Crisis 3,6800,19988
1527,EKUSUCHEISA,6800,4385
1528,Enter the Matrix,6800,4082
1531,Galaxy Angel,6800,7577
1532,Hitman: Silent Assassin,6800,4890
1533,Magic fangs spirituality (Magatama),6800,4107
1536,N.U.D.E. @ Natural Ultimate Digital Experiment,6800,8039
1537,Project Gotham Racing 2,6800,8325
1538,Soul Calibur II,6800,18262
1541,The House of the Dead 3,6800,7383
1545,PHOENIX-J armored corps,6800,42799
1546,Tokimeki Memorial 2 Substories to Ringing On to Memories,5980,13502
1547,Resident Evil: The Umbrella Chronicles,7340,273791
1548,Game Center CX: Arino no Chousenjou,5040,98692
1549,Famista DS,5040,112029
1550,Heavenly Sword,5980,37236
1551,Soukou Kihei Votoms,7140,23808
1552,Hayari Gami 2,7140,8049
1553,Dungeon Explorer: Warrior of the Ancient Arts,5229,7793
1554,Anata o Yurusanai,5040,7502
1555,Metal Gear Solid 20th Anniversary of Metal Gear Collection,6900,52679
1556,Finding Nemo,4800,90560
1557,Phoenix Wright: Ace Attorney - Trials and Tribulations,4800,161893
1558,Pokémon FireRed/LeafGreen,4800,3068223
1559,Yu-Gi-Oh Duel Monsters KISUPATO 3,4800,73870
1560,Famicom Mini: Bomberman,2000,117776
1561,Famicom Mini: Donkey Kong,2000,162095
1562,Famicom Mini: Excitebike,2000,109015
1563,Famicom Mini: Ice Climber,2000,187560
1564,Famicom Mini: muppie,2000,96536
1565,Famicom Mini: Pac-Man,2000,118679
1566,Famicom Mini: Star Soldier,2000,82082
1567,Famicom Mini: Super Mario Bros.,2000,1280158
1568,Famicom Mini: The Legend of Zelda,2000,217901
1569,Famicom Mini: Xevious,2000,123998
1570,River City Ransom EX,4800,55406
1571,One Piece GOINGUBESUBORU,4800,85281
1572,Duel Masters 2 to invincible to Advance,4800,58901
1573,Tennis Prince 2004 Glorious Gold/Stylish Silver,4980,95156
1574,Bobobobo Bobobo 9 pole fighters gag fusion,5040,51434
1575,Dragonball Z Bukuu Tougeki,5040,160176
1576,Fullmetal Alchemist: Meisou no Rondo,5040,135637
1577,Kirby & The Amazing Mirror,4800,704295
1578,Crayon Shinchan: Arashi no Yobu Cinemaland no Daibouken!,5040,156395
1579,Mario Golf Tour,4800,88904
1580,Siren Monsters net,5040,25274
1581,Card Captor Sakura - Sakura card Chapter - TOMODACHI you and the card,5040,18778
1582,Mega Man Zero 3,5040,121847
1583,Pia carrot Welcome! 3.3,6195,6456
1584,NARUTO - the strongest ninja large rally 2,5040,199686
1585,Mobile Suit Gundam SEED friend you on the battlefield,5040,75423
1586,Famicom Mini: Adventure Island,2000,86404
1587,Famicom Mini: Balloon Fight,2000,65083
1588,Famicom Mini: Clu Clu Land,2000,42944
1589,Famicom Mini: devildom village,2000,94179
1590,Famicom Mini: Dig Dug,2000,58572
1591,Famicom Mini: Dr. Mario,2000,125108
1592,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,2000,184903
1593,Famicom Mini: Mario Bros.,2000,92521
1594,Famicom Mini: Twinbee,2000,109699
1595,Famicom Mini: Wrecking Crew,2000,66697
1596,Metroid: Zero Mission,4800,85045
1597,Mario vs Donkey Kong,4800,180154
1598,Sonic Advance 3,5040,42574
1599,Dragon Quest Characters: Torneko's Adventure 3,6279,115262
1600,Month to date in the east to the west - Operation Sanctuary,7140,5381
1601,Harry Potter and the Prisoner of Azkaban,5040,22516
1602,Donkey Kong Country 2,4800,103780
1603,Hamtaro: Ham Ham Sports,4800,108221
1604,Waywardness FEARIMIRUMO in Pok! Dream KAKERA,5229,26639
1605,Golden Bell Gasch! Devildom bookmarks,5040,104631
1606,Never have a fifty - DENDZI YARASUJI her pain to anger to the Blues OSHIOKI,5040,55517
1608,Kofta! 4 Bank of forest god,5229,67276
1609,Naruto - TSUGA RESHI under RPG fire will,5040,133346
1610,Steel alchemist's,5040,86181
1611,There they continued sun to sun boy Django,5229,105416
1612,Dragon Ball Z The Legacy of Goku II International,5040,66702
1613,Puyo Puyo Fever,5040,60486
1614,Final Fantasy I & II: Dawn of Souls,6090,270789
1615,Power Pro Pocket 1/2 (WANTSU to U),4179,122287
1616,REJENZU to RU ordeal of the island to,6279,65329
1617,B-Legend! Battle Bidaman,5040,37192
1618,Legend of Stafi 3,4800,249468
1619,Shining Force: Dragon's revival,5040,34794
1620,Mega Man EXE 4.5 real operation,5040,75809
1621,Famicom Mini: AMIKONMUKASHI not a new story around Onigashima Chapter,2000,61437
1622,Famicom Mini: Castlevania,2000,64397
1623,Famicom Mini: Famicom detective CLUB PART II behind girls stand around knitting,2000,66535
1624,Famicom Mini: Famicom detective CLUB successor disappeared around knitting,2000,72954
1625,Famicom Mini: Metroid,2000,50353
1626,Famicom Mini: mystery Murasame Castle,2000,51807
1627,Famicom Mini: optical mirror myth PARUTENA,2000,49538
1628,Famicom Mini: SD Gundam World Gachapon fighters SUKURANBURUUOZU,2000,58578
1629,Famicom Mini: Super Mario Bros. 2,2000,365456
1630,Famicom Mini: Zelda II: The Adventure of Link,2000,141826
1631,Summon Night: Swordcraft Story 2,6090,101248
1632,Mario Pinball,4800,101237
1633,Steel alchemists's dream carnival,7140,49688
1634,Bobobobo Bobobo HAJIKE War,5040,25082
1635,Pokémon Emerald,4800,2189078
1636,Guardian Heroes Advance,5040,7871
1637,CR catapult DOKABEN blink topknot HAKKUBERI proficient 7,6090,3656
1638,Fire Emblem: The Sacred Stones,4800,236370
1639,WarioWare: Twisted,4800,463938
1640,F-Zero climax,4800,5049
1641,Pachislot declared two DEKADAN,6090,45979
1642,Tea dog I turn right to WAKA real puzzle “let” TOSHIYO?,4179,26854
1643,Super Real Mahjong alumni,5040,4547
1644,The Legend of Zelda: Minish Cap,4800,235400
1645,Kingdom Hearts: Chain of Memories,6279,342341
1646,Dragon Ball Advance Adventure,5040,152651
1647,Metal Saga Advance,5040,4921
1648,Advance Wars 1+2,4800,38659
1649,Mobile Suit Gundam SEED Destiny,5040,42091
1650,Riviera to the promised land,6090,16467
1652,KissxKiss stars bell academy,5040,24504
1653,Power Pro Pocket 7,5229,213210
1654,Futari wa Precure,5040,100429
1655,Korokke! Great Jikuu no Boukensha,5040,64715
1656,Mega Man EXE 5 Team of Blues,4990,415630
1659,Yoshi Topsy-Turvy,4800,261317
1662,Golden Bell Gasch! UNARE! Friendship surprise 2,5040,142243
1663,Yugioh Dueal Monsters International 2,5040,67205
1664,Tales of the World : Narikiri Dungeon 3,5040,113414
1665,Mario Party Advance,4800,241721
1667,King adventure BIITO BASUTAZURODO,5040,14510
1668,Detective three white bean shadow girl,5040,7232
1669,Super Robot Wars Original Generation 2,6090,164884
1670,Legendz: Sign of Necrom,5229,20820
1671,Mega Man EXE 5 Team of Colonel,4990,194472
1672,Thousand Year Family,4800,55620
1673,Dynasty Warriors Advance,5040,47400
1674,Detective Conan Detective Conan: Atasuki no Monument,5040,27944
1675,Kessakusen! Ganbare Goemon 1+2,3990,23616
1676,Mega Man Zero 4,4990,74354
1677,Ochaken no Yume Bouken,4410,48250
1678,ONE PIECE Dragon Dream,5040,22841
1679,The Tower SP,4800,31467
1680,Yugioh Duel Monsters Beginner's Pack 2005,7140,21561
1681,DK King of Swing,3800,48749
1682,Magic Teacher Negima! Private Lesson,5040,38538
1683,The puzzle CHAI RIAN,3800,3213
1684,Mushi King,5040,629902
1685,Marheaven~Knocking on Heaven's Door,5040,62064
1686,Momotarou Dentetsu G,5040,40812
1687,Elemental Gelade to sealed RESHI (TOZASA RESHI no Uta),5040,7384
1688,BLEACH Advance,5040,47676
1690,Shin Bokura no Taiyou (Boktai 3),5229,85266
1691,They PURIKYUA MaxHeart mean it? I mean? Fight de IN,5040,8958
1694,Waywardness FEARIMIRUMO in Pok! Butterfly Memorial panic,5040,6782
1695,Dr. Mario & Panel de Pon,2000,122937
1696,Mario Tennis: Power Tour,3800,135815
1697,Super Robot Wars J,6090,180503
1698,Screw Breaker,3800,22346
1699,Gunstar Super Heroes,5040,5983
1700,Polarium,2800,38563
1701,Yugioh Duel Monsters GX,5229,89862
1702,Pokemon Dungeon: Red Rescue Team,4800,715054
1703,Mega Man EXE 6 Cybeast Gregar/Falzar,5040,595447
1705,Donkey Kong Country 3,3800,100175
1706,Summon Night; Swordcraft Story beginning stones,5040,53690
1707,Final Fantasy IV Advance,5040,219391
1709,Mother 1+2,2800,106677
1710,Yu-Gi-Oh Duel Monsters Expert 2006,5229,71644
1711,Kingdom Hearts: Chain of Memories (Ultimate Hits),3300,35376
1713,Crayon Shin-Chan Densetsu o Yobu Omake no To Shukkugaan!,5040,66245
1716,Negima! Private Lessons 2 Am Parasite in the U Chu,5040,11068
1718,Yggdra Union,6090,36172
1719,Eyeshield 21: Devilbats Devildays,3800,18059
1720,Mother 3,4800,368582
1721,Animal Alley moment to moment examination for promotion!,4179,4275
1722,Calcio Bit,3800,28363
1723,Rhythm Tengoku,3800,268517
1724,Final Fantasy V Advance,5040,243443
1725,Final Fantasy VI Advance,5040,281190
1726,Sonic Heroes,6980,56281
1727,1080 Avalanche,5800,19417
1728,007: Everything or Nothing,6800,19432
1729,Custom Robo Battle Revolution,5800,144049
1730,Metal Gear Solid: The Twin Snakes,6980,71592
1731,Mobile Suit Gundam our trajectory,6800,80615
1732,The Legend of Zelda: Four Swords Adventure,5800,127399
1733,Pikmin 2,5800,470933
1734,Wario World,5800,142845
1735,Donkey Konga 2: Hit Song Parade,4500,106309
1736,Kofta! Van King crisis to save,7140,16615
1737,Harvest Moon: A Wonderful Life for Girls,7140,51772
1738,Power Pro Baseball 11,7329,76218
1739,Paper Mario: The Thousand Year Door,5800,398218
1740,Mega Man X Command Mission,6090,18599
1741,Golden Bell Gasch! Friendship Tag Battle Full Power,7140,69453
1742,ZOIDOBASASU,7140,50737
1743,Kuririn Squash!,3800,18562
1744,Mario Tennis,5800,377172
1745,Mario Party 6,5800,527132
1746,Naruto Gekitou Ninja Taisen! 3,7140,404951
1747,Gundam: Gundam vs Z Gundam,7140,56581
1748,Donkey Kong Jungle Beat,5800,220132
1750,Super Robot Wars GC,8190,69769
1752,Resident Evil 4,8190,220799
1753,Star Fox Assault,6800,195407
1754,Harvest Moon Song of Happiness,7140,70673
1756,Donkey Konga 3: eat! Spring Fresh Picked 50 songs,4500,80510
1757,ONE PIECE Grand Battle RUSH,7140,46395
1759,Fire Emblem: Path of Radiance,6800,156413
1760,Metroid Prime 2: Echoes,6800,40355
1761,NBA Street V3,6090,20991
1762,Killer 7,7140,4512
1763,Chibi-Robo!,5800,97879
1764,Dance Dance Revolution Mario Mix,6800,59922
1765,Power Pro Baseball 12,7329,78803
1766,Mario Superstar Baseball,5800,229754
1767,Pokémon XD: Gale of Darkness,5800,265464
1768,Battalion Wars,5800,55565
1769,Zoids Full Metal Crash,7140,16063
1770,Happy story ranch poetry,5040,3603
1771,Mario Party 7,5800,454261
1772,Naruto Gekitou Ninja Taisen! 4,7140,314156
1773,SD Gundam Gashapon Wars,7140,54765
1774,Bleach GC: Tasogare Ni Mamieru Shinigami,6090,74754
1776,Super Mario Strikers,5800,191993
1777,Baten Kaitos Origins,6800,44297
1779,Powerful Major League,7329,38983
1780,Battle Stadium D.O.N.,7140,76087
1781,Lord of the Rings: The Return of the King,6800,45806
1782,Seven Samurai 20XX,6800,32431
1783,Anubis Zone of the Enders Special Edition,3300,35533
1784,Neon Genesis Evangelion steel girlfriend 2nd,8190,17421
1785,convoy to the legendary man brilliant close to the United States,6800,6435
1786,Fuun Shinsengumi,6800,243210
1787,Phantom Brave,6800,148295
1788,Space SUTERUVIA,6800,24676
1789,Star Ocean 3: Till the End of Time Director's Cut,6800,146859
1790,Steel 2 to Ship Commander,6800,24843
1791,Terminator 3: Rise of the Machines,6800,5456
1792,The Sims,6800,26478
1793,Exciting Pro Wrestle 5,6800,54079
1794,Expression of God's Castle II,5800,25426
1795,Favonian Rhapsody,6800,16083
1796,Hajime no Ippo 2: Victorious Road,6800,208304
1797,Shin Megami Tensei III: Mania Nocturne Cous,5800,77791
1798,Simple 2000 Series Vol. 44: The first RPG to the legendary heir to,2000,20633
1799,Puyo Puyo Fever,4980,176793
1800,Dragon Ball Z: Budokai 2,6800,507245
1801,EAFOSUDERUTA BURUUINGUNAISU,6800,18458
1802,Moet to chew erupted Well daughter Welcome to the island,6800,6573
1803,007: Everything or Nothing,6800,71373
1804,EyeToy: Play,6980,176804
1805,Samurai Warriors,6800,1024253
1806,Tennis Prince LOVE OF PRINCE Sweet/Bitter,4980,17473
1807,Final Fantasy X-2 International + Last Mission,6800,288745
1808,Gallop Racer lucky 7,6800,61765
1809,Pop'n Music 9,6800,40721
1810,SD Gundam G Generation Seed,5800,406618
1811,Shadow Hearts,6800,110279
1812,Simple 2000 Series Ultimate Vol. 16 Sengoku VS modern,2000,22527
1813,World Soccer Winning Eleven 7 International,6980,527375
1814,Fire Fighters FD18,6980,5891
1815,Galaxy Angel MUNRITTORAVAZU,6800,24863
1816,Kaido Battle 2 CHAIN REACTION,6800,91785
1817,Onimusha 3,6980,569397
1818,RS II: Raiding Spirits 2,6800,29564
1819,Snow,7200,24385
1820,Soccer Life!,6800,72949
1821,Ghost in the Shell Stand Alone Complex,5800,63899
1822,Gungrave ODI,6980,32304
1823,Zero-ship combat record,6800,3979
1824,Jak & Daxter 2,5800,22023
1825,Monster Hunter,6800,288559
1826,One Piece GOINGUBESUBORU,4800,33435
1827,Armored Core Nexus,7800,132656
1828,CROSS CHANNEL to all people,6800,6820
1829,Dog masks to,6800,44627
1830,Dynasty Warriors 4 Empires,4280,316763
1831,FIFA Total Football,6800,44639
1832,Freedom Fighters,6800,18017
1833,Katamari Damacy,4500,155869
1834,La Corda D'Oro,6800,29152
1835,Popolocrois month to the commandment to the adventure,5800,70631
1836,Remember 11 - the age of infinity,6800,24508
1837,Saiyuki Reload,6800,17795
1838,Sakura Wars story to mysterious to Pari,6980,73091
1839,Dragon Quest V,8190,1611974
1840,Golden Bell Gasch! Friendship Tag Battle,7140,99182
1841,Heat eep! Pro Baseball 2004,7140,116689
1842,Leprosy gritted filter odd game net,7140,20517
1843,Pro Baseball Spirits 2004,7140,116134
1844,Sega Ages 2500 Series Vol. 11: Fist of the North Star,2625,126173
1845,The King of Fighters 2002,7140,53331
1846,Anywhere together - Toro and shooting stars,6090,47867
1847,Nine-Kuon,7140,19603
1848,Nobunaga's ambition in the world Genesis,10290,88485
1849,Gunslinger Vol. 1,7140,32047
1850,Shaman King FUNBARI Spirits,7140,46748
1851,Simple 2000 Series Vol. 48: The taxi-driver is to you,2100,56168
1852,Backyard Wrestling,7140,6022
1853,Bombermand Land SHIRIZU Bomberman Kart DX,6279,19326
1854,CR Kamen Rider blink topknot proficient 5,6090,22490
1855,Red Seas 2 Crimson Sea,7140,44175
1856,Derby Stallion 04,7140,603815
1857,Detective Kind of Blue,6279,30333
1858,Kinniku Man Generations,7140,158804
1859,KURIMUZONTIAZU,7140,55501
1860,New Generation of chaotic world IV,7140,49693
1861,Heinie? ZORORI Young Girl! Mischief King,4410,18905
1862,Orange pocket to Lute,7140,5276
1863,Xenosaga Freaks,5040,25430
1864,Opponents HOTTOGIMIKKU Cosplay sparrows,6279,22209
1865,Beatmania II DX 7th Style,7329,33217
1866,Pachislot Folklore Festival to Antonio named pchislot/Antonio himself to pachislot,6279,149333
1867,Grand Theft Auto: Vice City,7140,410293
1868,Simple 2000 Series Vol. 50: The great beauty,2100,21039
1869,Simple 2000 Series Vol. 51: The battleship,2100,22007
1870,Ultraman,7140,69346
1871,Winning Post 6 Maximum 2004,7140,32768
1873,Sega Ages 2500 Series Vol. 12: Puyo Puyo savvy Perfect set,2625,52008
1874,Atelier Iris's Eternal Mana,7140,80969
1875,Bloody Roar 4,7140,21544
1876,FUTTOBORUKINGUDAMU - Trial edition,4179,37881
1877,Jissen Pachislot secrets! Fist of the North Star,3990,962768
1878,PANTSAFURONTO,8190,27950
1879,Super Robot Wars MX,8379,520701
1880,Tensei & Gardens book phantom Changgwang,7140,49737
1881,The train GO! Final,7140,41820
1882,WRC3,7140,23061
1883,After-school Love Beat,5040,5871
1884,Cartoon Battle flames of fire to Flame of Recca to FINAL BURNING,6279,21105
1885,Sakurazaka Fire Brigade,7140,52582
1886,Core 3 SUROTTA UP! DORONJO to Random,4935,35287
1887,ESUPUGARUDA,7140,17755
1888,Gunslinger Girl Vol. 2,7140,25131
1889,Silent Hill 4: The Room,7329,67424
1890,Twelve countries Recollections insignificant royal road emergence of,7140,8546
1891,3 B Gumi Kinpachi Sensei platform set up in the legends!,7140,61680
1892,coalesced GODANNA!,7140,5705
1893,DearS,7140,5512
1894,EyeToy: FURIFURIDANSU heaven,4725,25227
1895,J. LEAGUE Pro Soccer Club! '04,7140,345004
1896,Memories Off and then to,7140,33613
1897,Need for Speed Underground J (EA BEST HITS),3129,40977
1898,Simple 2000 Series Vol. 55: The KYATTOFAITO female cat legend,2100,20022
1899,VANPAIAPANIKKU,7140,4491
1900,Xenosaga Episode II,7329,256412
1901,Harry Potter and the Prisoner of Azkaban,7140,16239
1902,3LDK to become too happy to Princess,7140,6194
1903,GACHAMEKASUTAJIAMU SARUBATO,6090,122963
1904,Gigantor,7140,17723
1905,Machine DEMONBEIN,8190,38969
1906,Monkey - turn,7140,40773
1907,Smash Court Pro Tournament 2,7140,38773
1908,Boku Natsu Yasumi (PlayStation 2 the Best),1800,57638
1909,Crash Bandicoot Nitro Cart,6090,5270
1910,DOKAPON DX - over the world is full of Osny,6279,45595
1911,Hot Shots Golf 4 (PlayStation 2 the Best),3800,228432
1912,SuperLite 2000 Adventure Pack Konohana to three cases to book,2100,3735
1913,Word puzzle MOJI PITTAN (PlayStation 2 the Best),1800,225477
1914,CR catapult IEROKYABU blink topknot HAKKUBERI proficient 6,6090,19853
1915,Digital Devil Saga: Avatar Tuner,7329,153421
1916,Power Pro Baseball 11,7329,392670
1917,Explosive flame arousal Neverland Senki Zero,7140,7398
1918,Full House Kiss,7140,6978
1919,Gradius V,7329,56684
1920,Simple 2000 Series Vol. 56: THE survival game,2100,42640
1921,Street Fighter III: Third Strike - Fight for the Future,3990,49088
1922,Taiko no Tatsujin: Atsumare! Matsuri da!! 4th,4725,156164
1923,Tenchu Kurenai,7140,141029
1924,Avenue to the full spectrum of sunshine filtering through foliage season,7140,7128
1925,Digimon Battle Chronicle,7140,20748
1926,Guilty Gear crossbill,7140,74270
1927,Mega Man X Command Mission,6090,36635
1928,ONE PIECE Land Land!,7140,100039
1929,Samura Shodown,7140,29267
1930,The Nightmare of Druaga wonder Dan,7329,67295
1931,Yu-Gi-Oh KAPUSERUMONSUTAKOROSHIAMU,7140,17080
1933,Mega Man Power Battle Fight,2940,24765
1934,Metropolitan Police RI God case file,6090,23165
1935,Michigan,7140,31667
1936,Most RELOAD GUNLOCK,7140,6181
1937,SARUAITOI racket! UKKIUKIGEMU TENKOMORI-oh!,4725,50218
1938,SOCOM II: U.S. NAVY SEALs,7140,43420
1939,World Soccer Winning Eleven 8,7329,1059585
1940,KOF Maximum Impact,7329,85036
1941,Tokyo genie out blood Wind & Gardens book,7329,42604
1942,Gunslinger Girl Vol. 3,7140,21903
1943,Suikoden IV,7329,303069
1944,Monochrome,7140,18320
1945,Simple 2000 Series Vol. 61: THE your sister Chang rose,2100,53587
1946,Steel alchemist's dream carnival,7140,75622
1947,Taikou V,7140,69333
1948,TSUVAI!,7140,17145
1949,Anywhere together - Toro and full,6090,32494
1950,Prince of Persia: Sands of Time,7140,26116
1951,Simple 2000 Series Vol. 58: THE surgeon,2100,33127
1952,Simple 2000 Series Vol. 60: THE effects transformed into a hero,2100,25020
1953,Bang! Filter,7140,77033
1954,King of Colosseum II,8190,58086
1955,Konohana 4 to dark U prayers,3990,8946
1956,Resident Evil: Outbreak FILE 2,7140,213881
1957,Viewtiful Joe: New Hope,4980,34325
1958,Angelic TOWARU,7140,28867
1959,Confound it! Bad KUENKI RON,7329,41726
1961,Final Fantasy XI PUROMASHIA spell of,4179,129716
1962,PlayOnline / Final Fantasy XI PUROMASHIA spell of the all-in-one pack 2004,8190,5286
1963,Prince tennis powerhouse formed!,7140,53650
1964,Pro Baseball Spirits 2004 climax,7140,38473
1965,Samurai Warriors Tsutae Masaru,4494,376225
1966,SUPEKUTORARUFOSU RAJIKARUEREMENTSU,7140,27265
1967,Formula One 2004,6090,52889
1968,Fullmetal Alchemist: Akaki Elixir no Akuma,7140,148823
1969,MAINERIBE to NARU memory,7140,18979
1970,Metal SURAGGU 4,7140,18567
1971,RAKUGAKI kingdom 2 Lucifer Castle Battle,7140,18423
1972,Sakura Wars V EPISODE 0-7 wilderness Samurai daughter,7140,71807
1973,Swordsman 3,7140,116275
1974,Tales of Symphonia,7140,390414
1975,Amphibious armored forces attack helicopter,7140,3734
1976,Keroro Gunso: Meromero Battle Royale,7140,34670
1977,Naruto: Narutimate Hero 2,7140,403157
1978,"SHINDOBADDOADOBENCHA Kanako Enomoto, what is?",5040,23993
1979,Simple 2000 Series Vol. 63: fresh swimsuit! THE woman riddled with swimming competitions,2100,16184
1980,Spider-Man 2,7140,5812
1981,W - Wish,7140,8101
1982,Space Battleship Yamato Iskandar to Reminiscences,7140,29339
1983,BERUSERUKU millenial empire Falcon (Millenium Falcon) Version St. Magic Expendable chapter,7329,83215
1984,Mobile Suit Gundam SEED not end tomorrow,7140,218285
1985,Month to date in the east to the west of Operation Sanctuary,7140,18403
1986,Phi (not Al) become bowl-PURO Oh,7140,21438
1987,Star Wars: Battle Front,7140,16739
1988,Burnout 3: Takedown,7140,62341
1989,Hitman: contract,6090,26667
1990,Sega Ages 2500 Series Vol. 16: Virtua Fighter 2,2625,17217
1991,SHIMASE,5040,5747
1992,Simple 2000 Series Vol. 20: Love mah-jongg! 2,2100,7908
1993,-RAIN- Sukisyo ! Like I like to useless! - Sukisyo! Episode#03,7140,3136
1994,Ace Combat 5: The Unsung War,7140,287403
1995,AKAIITO,7140,2996
1996,La Pucelle light Saint Legend 2 laps eyes began,2940,80988
1999,Tim Burton's The Nightmare Before Christmas boogie recrimination,7140,18301
2000,Armored Core: NAINBUREIKA,6090,67591
2001,BATORORA,5040,5105
2002,Driv3r,7140,32675
2003,North. Diamond Dust + Kiss is Beginning,7140,4023
2004,Our dragon vide,6090,70184
2005,Pachislot declared to DEKADAN,6090,57538
2006,SENCHIMENTARUPURERYUODO,7560,3998
2007,SUROTTA UP mania 5 exhilarating super hit! Mach & GoGoGo potbellied cat,5775,3675
2008,SUTERADEUSU,7329,64535
2009,Suwolbong,7140,6923
2010,The King of Fighters 2003,7140,38106
2011,True Crime: Streets of LA,7140,32566
2012,AKUZARADDO generation,6090,48667
2013,Devildom Expendable Discover Gaia (PlayStation 2 the Best),2800,28359
2014,DOKAPON the World,7140,45096
2016,Neo Contra,7329,4868
2017,SD Gundam FOSU Armageddon! Skard de-dimensional pirate!,6090,4481
2018,Shining Tears,7140,104762
2020,Magna Carta,7329,177633
2021,Harvest Moon: A Wonderful Life,7140,38706
2022,Simple 2000 Series Vol. 67: THE reasoning - And Then There Were None to,2100,4117
2023,Simple 2000 Ultimate Series Vol. 21: fight classy! Yankee school gang - Showa 1999 legend,2100,44240
2024,Standard grand strategy Blitz,7140,4348
2025,Beat Mania IIDX 8th style,7329,17530
2026,DDR Dance Dance Festival,6279,5922
2027,Detective Conan the British Legacy,7140,18299
2028,J-League Winning Elevel 8 Asia Championship,7329,105091
2029,Momotaro Railway USA,7140,346722
2030,Pop'n music 10,7140,32704
2031,ZOIDO SUTORAGURU,7140,18587
2032,Empire thousand Expendable,6825,3858
2033,Lupin the 3rd Columbus' Legacy,7329,69720
2034,Men at Work! 3 Love and youth academy Hunter,7140,4689
2035,Ratchet & Clank: Up Your Arsenal,6090,274188
2036,Slotter UP Core 5,5250,123461
2037,"With-oh girl a la mode proponent, the magic of love!",7560,5808
2038,Dragon Quest VIII,9240,3538860
2039,Capcom Fighting Jam,6980,56524
2040,D->A: WHITE,7140,11739
2041,Davy take four Derby horses to conceive!,7140,27851
2042,Gashbell!! Gekitou! Saikyou no Mamonotachi,7140,47878
2043,NBA Live 2005,7140,67834
2045,Ultraman Fighting Evolution 3,7140,51217
2047,Daito Giken Koushiki Pachislot Simulator Yoshimune,4410,510555
2048,European Club Soccer Winning Eleven Tactics,7329,45336
2049,FIFA Total Football 2,3129,84371
2050,Kamen Rider Blade,6090,66643
2051,Mobile Suit Gundam: Gundam vs Z Gundam,7140,352111
2053,Taiko no Tatsujin Go! Go! Godaime,4725,194840
2054,Tennis prince RUSH & DREAM,7140,24481
2055,Twin love - a lid carp,7140,25675
2057,Metal Gear Solid 3: Snake Eater,7329,819807
2058,Power Pro Baseball 11 super decision verson,7329,106890
2059,Tales of Rebirth,7140,596493
2061,Dragon Quest & Final Fantasy in Itadaki Street Special,7140,380482
2062,Harukanaru Toki no Naka de 3,7140,42831
2064,Kessen III,7140,170809
2065,Need For Speed Underground 2,7140,78855
2066,Gran Turismo 4,7665,1066749
2067,Hajime no Ippo All Stars,3990,72801
2069,To Heart 2,7140,111296
2070,Samurai Western,7140,77258
2071,Digimon World X,7140,37590
2072,GoldenEye: Rogue Agent,7140,37284
2073,Yoshitsune Eiyuuden,7140,68983
2075,Fuuun Bakumatsuden,7140,95421
2076,Magic Teacher Negima! 1st Period,6090,65771
2077,Monster Hunter G,4990,232239
2078,Another Century's Episode,7329,254527
2079,Death by Degrees,7140,70176
2080,Digital Devil Saga 2,7329,90812
2081,Memories Off After Rain Vol.111,5040,19812
2082,Radiata Stories,8190,293413
2083,River King: A Wonderful Journey,7140,19573
2084,Shinki Gensou: Spectral Souls II,7140,25744
2086,Space Battleship Yamato: Ankoku Seidan Teikoku no Gyakushuu,7140,23274
2087,Exciting Pro Wrestling 6 SMACKDOWN V,7140,41375
2088,IZUMO Complete,7140,5211
2089,Top wo Nerae,7140,15900
2091,Dragon Ball Z: Budokai 3,7140,642424
2092,Ichigo 100% Strawberry Diary,7140,19885
2093,Shin Bakusou Dekotora Densetsu,7140,50571
2094,Shinsengumi Gunrouden,7140,39314
